IATA,ICAO,Name,Country,City,UTC,Latitude,Longitude
CRZ,UTAV,Türkmenabat International Airport,Turkmenistan,Türkmenabat,,,
CSA,EGEY,Colonsay Airstrip,United Kingdom,Colonsay,,,
CSB,LRCS,Caransebeş Airport,Romania,Caransebeş,,,
CSC,MRMJ,Mojica Airport,Costa Rica,Cañas,,,
CSD,,Cresswell Downs Airport,Australia,Cresswell Downs,,,
CSE,,Crested Butte Airpark,United States of America,Crested Butte,,,
CSG,KCSG,Columbus Airport,United States of America,Columbus,,,
CSH,ULAS,Solovki Airport,Russia,Solovetsky Islands,,,
CSI,YCAS,Casino Airport,Australia,,,,
CSK,GOGS,Cap Skirring Airport,Senegal,Cap Skirring,,,
CSM,KCSM,Clinton Sherman Airport,United States of America,Clinton,,,
CSN,KCXP,Carson Airport,United States of America,Carson City,,,
CSO,EDBC,Cochstedt Airport,Germany,Hecklingen,,,
CSQ,KCSQ,Creston Municipal Airport,United States of America,Creston,,,
CSR,,Casuarito Airport,Colombia,Casuarito,,,
CSS,SSCL,Cassilândia Airport,Brazil,Cassilândia,,,
CSU,SSSC,Santa Cruz do Sul Airport,Brazil,Santa Cruz do Sul,,,
CSV,KCSV,Crossville Memorial Airport Whitson Field,United States of America,Crossville,,,
CSW,MMSL,Cabo San Lucas International Airport,Mexico,Cabo San Lucas,,,
CSX,ZGHA,Changsha Huanghua International Airport,China,Changsha (Changsha),,,
CSY,UWKS,Cheboksary Airport,Russia,Cheboksary,,,
CSZ,SAZC,Brigadier D.H.E. Ruiz Airport,Argentina,Coronel Suarez,,,
CTA,LICC,Catania-Fontanarossa Airport,Italy,Catania,,,
CTB,KCTB,Cut Bank International Airport,United States of America,Cut Bank,,,
CTC,SANC,Coronel Felipe Varela International Airport,Argentina,Catamarca,,,
CTD,MPCE,Alonso Valderrama Airport,Panama,Chitré,,,
CTE,,Cartí Airport,Panama,Cartí Islands,,,
CTF,MGCT,Coatepeque Airport,Guatemala,Coatepeque,,,
CTG,SKCG,Rafael Nuñez International Airport,Colombia,Cartagena,,,
CTH,KMQS,Chester County G O Carlson Airport,United States of America,Coatesville,,,
CTI,FNCV,Cuito Cuanavale Airport,Angola,Cuito Cuanavale,,,
CTK,,Canton Municipal Airport,United States of America,Canton,,,
CTL,YBCV,Charleville Airport,Australia,Charleville,,,
CTM,MMCM,Chetumal International Airport,Mexico,Chetumal,,,
CTN,YCKN,Cooktown Airport,Australia,,,,
CTO,,Calverton Executive Airpark,United States of America,Calverton,,,
CTQ,SSVP,Santa Vitória do Palmar Airport,Brazil,Santa Vitória do Palmar,,,
CTR,YCAC,Cattle Creek Airport,Australia,,,,
CTS,RJCC,New Chitose Airport,Japan,Sapporo,,,
CTT,LFMQ,Le Castellet Airport,France,"Le Castellet, Var",,,
CTU,ZUUU,Chengdu Shuangliu International Airport,China,Chengdu (Shuangliu),,,
CTX,,Cortland County Chase Field,United States of America,Cortland,,,
CTY,KCTY,Cross City Airport,United States of America,Cross City,,,
CTZ,KCTZ,Sampson County Airport,United States of America,Clinton,,,
CUA,MMDA,Ciudad Constitución National Airport,Mexico,Comondú,,,
CUB,KCUB,Jim Hamilton L.B. Owens Airport,United States of America,Columbia,,,
CUC,SKCC,Camilo Daza International Airport,Colombia,Cúcuta,,,
CUD,YCDR,Caloundra Airport,Australia,Caloundra,,,
CUE,SECU,Mariscal Lamar Airport,Ecuador,Cuenca,,,
CUF,LIMZ,Cuneo International Airport,Italy,Levaldigi (CN),,,
CUG,YCUA,Cudal Airport,Australia,,,,
CUH,KCUH,Cushing Municipal Airport,United States of America,Cushing,,,
CUI,,Currillo Airport,Colombia,Currillo,,,
CUJ,,Culion Airport,Philippines,Culion,,,
CUK,,Caye Caulker Airport,Belize,Caye Caulker,,,
CUL,MMCL,Bachigualato Federal International Airport,Mexico,Culiacán,,,
CUM,SVCU,Antonio José de Sucre Airport,Venezuela,Cumaná,,,
CUN,MMUN,Cancún International Airport,Mexico,Cancún,,,
CUO,SKCR,Carurú Airport,Colombia,Carurú,,,
CUP,SVCP,General Francisco Bermúdez Airport,Venezuela,Carúpano,,,
CUQ,YCOE,Coen Airport,Australia,Coen,,,
CUR,TNCC,Hato International Airport,Curacao,Willemstad,,,
CUT,SAZW,Cutral-Co Airport,Argentina,Cutral-Co,,,
CUU,MMCU,General Roberto Fierro Villalobos International Airport,Mexico,Chihuahua,,,
CUV,SVCG,Casigua El Cubo Airport,Venezuela,Casigua El Cubo,,,
CUY,YCUE,Cue Airport,Australia,,,,
CUZ,SPZO,Alejandro Velasco Astete International Airport,Peru,Cusco,,,
CVB,,Chungribu Airport,Papua New Guinea,Chungribu,,,
CVC,YCEE,Cleve Airport,Australia,,,,
CVE,SKCV,Coveñas Airport,Colombia,Coveñas,,,
CVF,LFLJ,Courchevel Altiport,France,Saint-Bon,,,
CVG,KCVG,Cincinnati Northern Kentucky International Airport,United States of America,Cincinnati / Covington,,,
CVH,SAHE,Caviahue Airport,Argentina,Lafontaine,,,
CVI,,Caleta Olivia Airport,Argentina,Caleta Olivia,,,
CVJ,MMCB,General Mariano Matamoros International Airport,Mexico,Temixco,,,
CVL,,Cape Vogel Airport,Papua New Guinea,,,,
CVM,MMCV,General Pedro Jose Mendez International Airport,Mexico,Ciudad Victoria,,,
CVN,KCVN,Clovis Municipal Airport,United States of America,Clovis,,,
CVO,KCVO,Corvallis Municipal Airport,United States of America,Corvallis,,,
CVQ,YCAR,Carnarvon Airport,Australia,Carnarvon,,,
CVS,KCVS,Cannon Air Force Base,United States of America,Clovis,,,
CVT,EGBE,Coventry Airport,United Kingdom,"Coventry, West Midlands",,,
CVU,LPCR,Corvo Airport,Portugal,Corvo,,,
CWA,KCWA,Central Wisconsin Airport,United States of America,Mosinee,,,
CWB,SBCT,Curitiba-Afonso Pena International Airport,Brazil,Curitiba,,,
CWC,UKLN,Chernivtsi International Airport,Ukraine,Chernivtsi,,,
CWE,HECW,Cairo West Airport,Egypt,El Cairo,,,
CWF,KCWF,Chennault International Airport,United States of America,Lake Charles,,,
CWI,KCWI,Clinton Municipal Airport,United States of America,Clinton,,,
CWJ,ZPCW,Cangyuan Washan Airport,China,Lincang (Cangyuan),,,
CWL,EGFF,Cardiff International Airport,United Kingdom,Cardiff,,,
CWP,,Campbellpore Airport,Pakistan,Campbellpore,,,
CWR,YCWI,Cowarie Airport,Australia,,,,
CWS,,Center Island Airport,United States of America,Center Island,,,
CWT,YCWR,Cowra Airport,Australia,,,,
CWW,YCOR,Corowa Airport,Australia,,,,
CWX,,Cochise County Airport,United States of America,Willcox,,,
CXA,SVCD,Caicara del Orinoco Airport,Venezuela,,,,
CXB,VGCB,Cox's Bazar Airport,Bangladesh,Cox's Bazar,,,
CXC,,Chitina Airport,United States of America,Chitina,,,
CXF,PACX,Coldfoot Airport,United States of America,Coldfoot,,,
CXI,PLCH,Cassidy International Airport,Kiribati,Kiritimati,,,
CXJ,SBCX,Hugo Cantergiani Regional Airport,Brazil,Caxias Do Sul,,,
CXL,KCXL,Calexico International Airport,United States of America,Calexico,,,
CXM,FNCX,Camaxilo Airport,Angola,Camaxilo,,,
CXN,HCMC,Candala Airport,Somalia,Candala,,,
CXO,KCXO,Conroe-North Houston Regional Airport,United States of America,Houston,,,
CXP,WAHL,Tunggul Wulung Airport,Indonesia,Cilacap,,,
CXQ,YCRK,Christmas Creek Station Airport,Australia,Wangkat Jungka,,,
CXR,VVCR,Cam Ranh International Airport / Cam Ranh Air Base,Vietnam,Nha Trang/nha Trang aiurportCam Ranh,,,
CXT,YCHT,Charters Towers Airport,Australia,,,,
CXY,MYCC,Cat Cay Airport,Bahamas,North Cat Cay,,,
CYA,MTCA,Antoine-Simon International Airport,Haiti,Les Cayes,,,
CYB,MWCB,Charles Kirkconnell International Airport,Cayman Islands,West End,,,
CYC,,Caye Chapel Airport,Belize,Caye Chapel,,,
CYD,MZMF,San Ignacio Town (Maya Flats) Airstrip,Belize,Maya Flats,,,
CYF,PACK,Chefornak Airport,United States of America,Chefornak,,,
CYG,YCRG,Corryong Airport,Australia,,,,
CYI,RCKU,Chiayi Airport,Taiwan,Shuishang,,,
CYL,MHCS,Coyoles Airport,Honduras,Coyoles,,,
CYO,MUCL,Vilo Acuña International Airport,Cuba,Cayo Largo del Sur,,,
CYP,RPVC,Calbayog Airport,Philippines,Calbayog City,,,
CYR,SUCA,Colonia Laguna de Los Patos International Airport,Uruguay,Colonia del Sacramento,,,
CYS,KCYS,Cheyenne Regional Jerry Olson Field,United States of America,Cheyenne,,,
CYT,PACY,Yakataga Airport,United States of America,Yakataga,,,
CYU,RPLO,Cuyo Airport,Philippines,Cuyo,,,
CYW,MMCY,Captain Rogelio Castillo National Airport,Mexico,Celaya,,,
CYX,UESS,Cherskiy Airport,Russia,Cherskiy,,,
CYZ,RPUY,Cauayan Airport,Philippines,Cauayan City,,,
CZA,MMCT,Chichén Itzá International Airport,Mexico,Tinúm,,,
CZB,SSAK,Carlos Ruhl Airport,Brazil,Cruz Alta,,,
CZC,,Copper Center 2 Airport,United States of America,Copper Center,,,
CZE,SVCR,José Leonardo Chirinos Airport,Venezuela,Coro,,,
CZF,PACZ,Cape Romanzof LRRS Airport,United States of America,Cape Romanzof,,,
CZH,,Corozal Airport,Belize,Corozal,,,
CZJ,,Corazón de Jesús Airport,Panama,Tupile,,,
CZK,,Cascade Locks State Airport,United States of America,Cascade Locks,,,
CZL,DABC,Mohamed Boudiaf International Airport,Algeria,Constantine,,,
CZM,MMCZ,Cozumel International Airport,Mexico,Cozumel,,,
CZN,,Chisana Airport,United States of America,Chisana,,,
CZO,,Chistochina Airport,United States of America,Chistochina,,,
CZS,SBCZ,Cruzeiro do Sul Airport,Brazil,Cruzeiro Do Sul,,,
CZT,KCZT,Dimmit County Airport,United States of America,Carrizo Springs,,,
CZU,SKCZ,Las Brujas Airport,Colombia,Corozal,,,
CZW,EPCH,Częstochowa-Rudniki Airport,Poland,Rudniki,,,
CZX,ZSCG,Changzhou Benniu International Airport,China,Changzhou,,,
CZY,YUNY,Cluny Airport,Australia,,,,
DAA,KDAA,Davison Army Air Field,United States of America,Fort Belvoir,,,
DAB,KDAB,Daytona Beach International Airport,United States of America,Daytona Beach,,,
DAC,VGHS,Hazrat Shahjalal International Airport,Bangladesh,Dhaka,,,
DAD,VVDN,Da Nang International Airport,Vietnam,Da Nang,,,
DAF,,Daup Airport,Papua New Guinea,,,,
DAG,KDAG,Barstow Daggett Airport,United States of America,Daggett,,,
DAK,HEDK,Dakhla Oasis Airport,Egypt,Dakhla Oases,,,
DAL,KDAL,Dallas Love Field,United States of America,Dallas,,,
DAM,OSDI,Damascus International Airport,Syria,Damascus,,,
DAN,KDAN,Danville Regional Airport,United States of America,Danville,,,
DAO,,Dabo Airport,Papua New Guinea,,,,
DAP,VNDL,Darchula Airport,Nepal,Darchula,,,
DAR,HTDA,Julius Nyerere International Airport,Tanzania,Dar es Salaam,,,
DAS,,Great Bear Lake Airport,Canada,Great Bear Lake,,,
DAT,ZBDT,Datong Yungang International Airport,China,Datong,,,
DAU,AYDU,Daru Airport,Papua New Guinea,Daru,,,
DAV,MPDA,Enrique Malek International Airport,Panama,David,,,
DAX,ZUDX,Dachuan Airport,China,Dazhou (Daxian),,,
DAY,KDAY,James M. Cox Dayton International Airport,United States of America,Dayton,,,
DAZ,OADZ,Darwaz Airport,Afghanistan,Darwaz,,,
DBA,OPDB,Dalbandin Airport,Pakistan,Dalbandin,,,
DBB,HEAL,El Alamein International Airport,Egypt,El Alamein,,,
DBC,ZYBA,Baicheng Chang'an Airport,China,Baicheng,,,
DBD,VEDB,Dhanbad Airport,India,,,,
DBM,HADM,Debre Markos Airport,Ethiopia,Debre Markos,,,
DBN,KDBN,W H 'Bud' Barron Airport,United States of America,Dublin,,,
DBO,YSDU,Dubbo City Regional Airport,Australia,Dubbo,,,
DBP,,Debepare Airport,Papua New Guinea,Debepare,,,
DBQ,KDBQ,Dubuque Regional Airport,United States of America,Dubuque,,,
DBR,VEDH,Darbhanga Airport,India,Darbhanga,,,
DBS,,Dubois Municipal Airport,United States of America,Dubois,,,
DBT,HADT,Debre Tabor Airport,Ethiopia,Debre Tabor,,,
DBV,LDDU,Dubrovnik Ruđer Bošković Airport,Croatia,Dubrovnik,,,
DBY,YDAY,Dalby Airport,Australia,,,,
DCA,KDCA,Ronald Reagan Washington National Airport,United States of America,Washington,,,
DCF,TDCF,Canefield Airport,Dominica,Canefield,,,
DCK,,Dahl Creek Airport,United States of America,Dahl Creek,,,
DCM,LFCK,Castres Mazamet Airport,France,Castres,,,
DCN,YCIN,RAAF Base Curtin,Australia,Derby,,,
DCT,MYRD,Duncan Town Airport,Bahamas,Duncan Town,,,
DCU,KDCU,Pryor Field Regional Airport,United States of America,Decatur,,,
DCY,ZUDC,Daocheng Yading Airport,China,Garzê (Daocheng),,,
DDC,KDDC,Dodge City Regional Airport,United States of America,Dodge City,,,
DDD,VRMU,Dhaalu Atoll Airport,Maldives,Kudahuvadhoo,,,
DDG,ZYDD,Dandong Langtou International Airport,China,Dandong (Zhenxing),,,
DDM,,Dodoima Airport,Papua New Guinea,,,,
DDN,YDLT,Delta Downs Airport,Australia,,,,
DDR,,Shigatse Tingri Airport,China,Xigazê (Dingri),,,
DDU,,Dadu West Airport,Pakistan,Dadu,,,
DEA,OPDG,Dera Ghazi Khan Airport,Pakistan,Dera Ghazi Khan,,,
DEB,LHDC,Debrecen International Airport,Hungary,Debrecen,,,
DEC,KDEC,Decatur Airport,United States of America,Decatur,,,
DED,VIDN,Dehradun Jolly Grant Airport,India,Dehradun (Jauligrant),,,
DEE,UHSM,Yuzhno-Kurilsk Mendeleyevo Airport,Russia,Yuzhno-Kurilsk,,,
DEF,OIAD,Dezful Airport,Iran,Dezful,,,
DEH,KDEH,Decorah Municipal Airport,United States of America,Decorah,,,
DEI,FSSD,Denis Island Airport,Seychelles,Denis Island,,,
DEJ,ZUDJ,Tongren Dejiang Airport (Under Construction),China,Tongren,,,
DEL,VIDP,Indira Gandhi International Airport,India,New Delhi,,,
DEM,HADD,Dembidollo Airport,Ethiopia,Dembidollo,,,
DEN,KDEN,Denver International Airport,United States of America,Denver,,,
DEP,VEDZ,Daporijo Airport,India,Daporijo,,,
DER,,Derim Airport,Papua New Guinea,Derim,,,
DES,FSDR,Desroches Airport,Seychelles,Desroches Island,,,
DET,KDET,Coleman A. Young Municipal Airport,United States of America,Detroit,,,
DEX,,Nop Goliat Dekai Airport,Indonesia,Dekai,,,
DEZ,OSDZ,Deir ez-Zor Airport,Syria,Deir ez-Zor,,,
DFI,KDFI,Defiance Memorial Airport,United States of America,Defiance,,,
DFP,YDDF,Drumduff Airport,Australia,Palmer,,,
DFW,KDFW,Dallas Fort Worth International Airport,United States of America,Dallas-Fort Worth,,,
DGA,,Dangriga Airport,Belize,Dangriga,,,
DGD,YDGA,Dalgaranga Gold Mine Airport,Australia,,,,
DGE,YMDG,Mudgee Airport,Australia,Mudgee,,,
DGF,,Douglas Lake Airport,Canada,Douglas Lake,,,
DGH,VEDO,Deoghar Airport,India,Deoghar,,,
DGL,KDGL,Douglas Municipal Airport,United States of America,Douglas,,,
DGN,KNDY,Dahlgren Naval Surface Warfare Center Airport,United States of America,Dahlgren,,,
DGO,MMDO,General Guadalupe Victoria International Airport,Mexico,Durango,,,
DGP,EVDA,Daugavpils International Airport,Latvia,Daugavpils,,,
DGR,NZDA,Dargaville Aerodrome,New Zealand,Dargaville,,,
DGT,RPVD,Sibulan Airport,Philippines,Dumaguete City,,,
DGU,DFOD,Dedougou Airport,Burkina Faso,Dedougou,,,
DGW,KDGW,Converse County Airport,United States of America,Douglas,,,
DHD,YDRH,Durham Downs Airport,Australia,,,,
DHG,,Dalnegorsk Airport,Russia,Dalnegorsk,,,
DHH,ZWLK,Barkol Dahe Airport,China,Barkol,,,
DHI,VNDH,Dhangarhi Airport,Nepal,Dhangarhi,,,
DHM,VIGG,Kangra Airport,India,Kangra,,,
DHN,KDHN,Dothan Regional Airport,United States of America,Dothan,,,
DHR,EHKD,De Kooy Airfield / Den Helder Naval Air Station,Netherlands,Den Helder,,,
DHT,KDHT,Dalhart Municipal Airport,United States of America,Dalhart,,,
DHX,,Dhoho International Airport,Indonesia,Kediri,,,
DIA,OTBD,Doha International Airport,Qatar,Doha,,,
DIB,VEMN,Dibrugarh Airport,India,Dibrugarh,,,
DIE,FMNA,Arrachart Airport,Madagascar,Antisiranana,,,
DIG,ZPDQ,Diqing Shangri-La Airport,China,Diqing (Shangri-La),,,
DIJ,LFSD,Dijon Longvic airport,France,Dijon,,,
DIK,KDIK,Dickinson Theodore Roosevelt Regional Airport,United States of America,Dickinson,,,
DIL,WPDL,Presidente Nicolau Lobato International Airport,East Timor,Dili,,,
DIM,DIDK,Dimbokro Airport,Ivory Coast,Dimbokro,,,
DIN,VVDB,Dien Bien Phu Airport,Vietnam,Dien Bien Phu,,,
DIP,DFED,Diapaga Airport,Burkina Faso,Diapaga,,,
DIQ,SNDV,Brigadeiro Cabral Airport,Brazil,Divinópolis,,,
DIR,HADR,Aba Tenna Dejazmach Yilma International Airport,Ethiopia,Dire Dawa,,,
DIS,FCPL,Ngot Nzoungou Airport,Republic of the Congo,Dolisie,,,
DIU,,Diu Airport,India,Diu,,,
DIY,LTCC,Diyarbakır Airport,Turkey,Diyarbakır,,,
DJA,DBBD,Djougou Airport,Benin,Djougou,,,
DJB,WIPA,Sultan Thaha Airport,Indonesia,Jambi,,,
DJE,DTTJ,Djerba Zarzis International Airport,Tunisia,Mellita,,,
DJG,DAAJ,Tiska Djanet Airport,Algeria,Djanet,,,
DJJ,WAJJ,Dortheys Hiyo Eluay International Airport,Indonesia,Sentani,,,
DJM,FCBD,Djambala Airport,Republic of the Congo,Djambala,,,
DJN,,Delta Junction Airport,United States of America,Delta Junction,,,
DJO,DIDL,Daloa Airport,Ivory Coast,,,,
DJR,YDAJ,Dajarra Airport,Australia,,,,
DJU,BIDV,Djúpivogur Airport,Iceland,Djúpivogur,,,
DKA,,Umaru Musa Yar'adua Airport,Nigeria,Katsina,,,
DKI,YDKI,Dunk Island Airport,Australia,Dunk Island,,,
DKK,KDKK,Chautauqua County-Dunkirk Airport,United States of America,Dunkirk,,,
DKR,GOOY,Léopold Sédar Senghor International Airport,Senegal,Dakar,,,
DKS,UODD,Dikson Airport,Russia,Dikson,,,
DKV,YDVR,Docker River Airport,Australia,Kaltukatjara,,,
DLA,FKKD,Douala International Airport,Cameroon,Douala,,,
DLC,ZYTL,Dalian Zhoushuizi International Airport,China,Dalian (Ganjingzi),,,
DLE,LFGJ,Dole Tavaux Airport,France,Dole,,,
DLF,KDLF,Laughlin Air Force Base,United States of America,Del Rio,,,
DLG,PADL,Dillingham Airport,United States of America,Dillingham,,,
DLH,KDLH,Duluth International Airport,United States of America,Duluth,,,
DLI,VVDL,Lien Khuong Airport,Vietnam,Da Lat,,,
DLK,YDLK,Dulkaninna Airport,Australia,Dulkaninna,,,
DLL,KDLC,Dillon County Airport,United States of America,Dillon,,,
DLM,LTBS,Dalaman International Airport,Turkey,Dalaman,,,
DLN,KDLN,Dillon Airport,United States of America,Dillon,,,
DLR,,Dalnerechensk Airport,Russia,Dalnerechensk,,,
DLS,KDLS,Columbia Gorge Regional Airport,United States of America,Dallesport / The Dalles,,,
DLU,ZPDL,Dali Fengyi Airport,China,Dali (Xiaguan),,,
DLV,YDLV,Delissaville Airport,Australia,,,,
DLY,NVVD,Dillon's Bay Airport,Vanuatu,Dillon's Bay,,,
DLZ,ZMDZ,Dalanzadgad Airport,Mongolia,Dalanzadgad,,,
DMA,KDMA,Davis Monthan Air Force Base,United States of America,Tucson,,,
DMB,UADD,Taraz International Airport,Kazakhstan,Taraz,,,
DMD,YDMG,Doomadgee Airport,Australia,,,,
DME,UUDD,Domodedovo International Airport,Russia,Moscow,,,
DMK,VTBD,Don Mueang International Airport,Thailand,Bangkok,,,
DMM,OEDF,King Fahd International Airport,Saudi Arabia,Ad Dammam,,,
DMN,KDMN,Deming Municipal Airport,United States of America,Deming,,,
DMO,KDMO,Sedalia Memorial Airport,United States of America,Sedalia,,,
DMT,SWDM,Diamantino Airport,Brazil,Diamantino,,,
DMU,VEMR,Dimapur Airport,India,Dimapur,,,
DNB,YDBR,Dunbar Airport,Australia,Maramie,,,
DND,EGPN,Dundee Airport,United Kingdom,Dundee,,,
DNG,YDGN,Doongan Airport,Australia,Drysdale River,,,
DNH,ZLDH,Dunhuang Mogao International Airport,China,Dunhuang,,,
DNK,UKDD,Dnipro International Airport,Ukraine,Dnipro,,,
DNL,KDNL,Daniel Field,United States of America,Augusta,,,
DNN,KDNN,Dalton Municipal Airport,United States of America,Dalton,,,
DNO,SWDN,Dianópolis Airport,Brazil,Dianópolis,,,
DNP,VNDG,Tulsipur Airport,Nepal,Dang,,,
DNQ,YDLQ,Deniliquin Airport,Australia,Deniliquin,,,
DNR,LFRD,Dinard Pleurtuit Saint-Malo airport,France,Dinard,,,
DNS,KDNS,Denison Municipal Airport,United States of America,Denison,,,
DNU,AYDN,Dinangat Airport,Papua New Guinea,Dinangat,,,
DNV,KDNV,Vermilion Regional Airport,United States of America,Danville,,,
DNX,HSGG,Galegu Airport,Sudan,Dinder,,,
DNZ,LTAY,Çardak Airport,Turkey,Denizli,,,
DOA,,Doany Airport,Madagascar,Doany,,,
DOB,WAPD,Rar Gwamar Airport,Indonesia,Dobo-Warmar Island,,,
DOC,,Dornoch Airfield,United Kingdom,"Dornoch, Sunderland",,,
DOD,HTDO,Dodoma Airport,Tanzania,Dodoma,,,
DOE,,Djumu-Djomoe Airport,Suriname,Djumu-Djomoe,,,
DOG,HSDN,Dongola Airport,Sudan,Dongola,,,
DOH,OTHH,Hamad International Airport,Qatar,Doha,,,
DOI,AYDO,Doini Airport,Papua New Guinea,Castori Islets,,,
DOL,LFRG,Deauville Normandie airport,France,Deauville,,,
DOM,TDPD,Douglas-Charles Airport,Dominica,Marigot,,,
DON,,Dos Lagunas Airport,Guatemala,Dos Lagunas,,,
DOO,,Dorobisoro Airport,Papua New Guinea,Dorobisoro,,,
DOP,VNDP,Dolpa Airport,Nepal,Dolpa,,,
DOR,DFEE,Dori Airport,Burkina Faso,Dori,,,
DOU,SSDO,Dourados Airport,Brazil,Dourados,,,
DOV,KDOV,Dover Civil Air Terminal/Dover Air Force Base,United States of America,Dover,,,
DOX,YDRA,Dongara Airport,Australia,Port Denison,,,
DOY,ZSDY,Dongying Shengli Airport,China,Dongying (Kenli),,,
DPA,KDPA,Dupage Airport,United States of America,Chicago/West Chicago,,,
DPB,SCBI,Pampa Guanaco Airport,Chile,Bahia Inutil,,,
DPE,LFAB,Dieppe-Saint-Aubin Airport,France,Saint-Aubin-sur-Scie,,,
DPG,KDPG,Michael AAF (Dugway Proving Ground) Airport,United States of America,Dugway Proving Ground,,,
DPL,RPMG,Dipolog Airport,Philippines,Dipolog,,,
DPO,YDPO,Devonport Airport,Australia,Devonport,,,
DPS,WADD,Denpasar I Gusti Ngurah Rai International Airport,Indonesia,"Kuta, Badung",,,
DPT,,Deputatskiy Airport,Russia,Deputatskiy,,,
DQA,ZYDQ,Daqing Sartu Airport,China,Daqing,,,
DQM,,Duqm International Airport,Oman,Duqm,,,
DRA,KDRA,Desert Rock Airport,United States of America,Mercury,,,
DRB,YDBY,Derby Airport,Australia,Derby,,,
DRC,,Dirico Airport,Angola,Dirico,,,
DRD,YDOR,Dorunda Airport,Australia,Dorunda Outstation,,,
DRE,KDRM,Drummond Island Airport,United States of America,Drummond Island,,,
DRF,,Drift River Airport,United States of America,Kenai,,,
DRG,PADE,Deering Airport,United States of America,Deering,,,
DRH,,Dabra Airport,Indonesia,Dabra,,,
DRI,KDRI,Beauregard Regional Airport,United States of America,DeRidder,,,
DRJ,SMDA,Drietabbetje Airport,Suriname,Drietabbetje,,,
DRK,MRDK,Drake Bay Airport,Costa Rica,Puntarenas,,,
DRN,YDBI,Dirranbandi Airport,Australia,,,,
DRO,KDRO,Durango La Plata County Airport,United States of America,Durango,,,
DRP,RPLK,Bicol International Airport,Philippines,Legazpi,,,
DRR,YDRI,Durrie Airport,Australia,,,,
